sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-02-0,2025-11-02T22:54:00,50,3,4,ecommerce
2025-11-02-1,2025-11-02T14:55:00,26,4,4,retail
2025-11-02-2,2025-11-02T02:41:00,23,1,2,ecommerce
2025-11-02-3,2025-11-02T00:38:00,3,1,1,ecommerce
2025-11-02-4,2025-11-02T13:45:00,27,1,3,retail
2025-11-02-5,2025-11-02T02:18:00,8,3,1,ecommerce
2025-11-02-6,2025-11-02T20:05:00,32,2,3,retail
2025-11-02-7,2025-11-02T00:40:00,48,2,3,retail
2025-11-02-8,2025-11-02T18:33:00,50,3,5,ecommerce
2025-11-02-9,2025-11-02T19:35:00,1,2,3,retail
2025-11-02-10,2025-11-02T22:47:00,46,6,1,ecommerce
2025-11-02-11,2025-11-02T20:50:00,39,4,5,retail
2025-11-02-12,2025-11-02T20:07:00,20,1,4,ecommerce
2025-11-02-13,2025-11-02T20:41:00,34,1,4,retail
2025-11-02-14,2025-11-02T22:07:00,5,3,1,ecommerce
2025-11-02-15,2025-11-02T13:02:00,39,5,5,ecommerce
2025-11-02-16,2025-11-02T03:29:00,27,7,2,retail
2025-11-02-17,2025-11-02T16:33:00,19,1,1,ecommerce
2025-11-02-18,2025-11-02T16:22:00,37,2,2,ecommerce
2025-11-02-19,2025-11-02T14:54:00,12,4,2,ecommerce
2025-11-02-20,2025-11-02T19:53:00,37,8,4,retail
2025-11-02-21,2025-11-02T02:17:00,46,1,3,retail
2025-11-02-22,2025-11-02T14:42:00,43,3,1,ecommerce
2025-11-02-23,2025-11-02T18:27:00,11,4,1,retail
2025-11-02-24,2025-11-02T14:01:00,4,4,1,ecommerce
2025-11-02-25,2025-11-02T03:14:00,35,1,1,retail
2025-11-02-26,2025-11-02T12:36:00,44,2,5,ecommerce
2025-11-02-27,2025-11-02T05:00:00,8,1,1,ecommerce
2025-11-02-28,2025-11-02T00:45:00,47,4,5,ecommerce
2025-11-02-29,2025-11-02T22:34:00,33,1,1,retail
2025-11-02-30,2025-11-02T18:39:00,26,4,2,retail
2025-11-02-31,2025-11-02T04:06:00,29,1,3,retail
2025-11-02-32,2025-11-02T19:29:00,29,4,1,retail
2025-11-02-33,2025-11-02T02:06:00,2,2,3,retail
2025-11-02-34,2025-11-02T14:17:00,31,1,2,retail
2025-11-02-35,2025-11-02T12:58:00,37,5,1,ecommerce
2025-11-02-36,2025-11-02T20:19:00,26,5,1,retail
2025-11-02-37,2025-11-02T17:26:00,32,4,5,ecommerce
2025-11-02-38,2025-11-02T05:38:00,39,1,5,retail
2025-11-02-39,2025-11-02T15:48:00,47,1,4,ecommerce
2025-11-02-40,2025-11-02T22:41:00,41,3,3,retail
2025-11-02-41,2025-11-02T04:01:00,17,3,1,ecommerce
2025-11-02-42,2025-11-02T03:50:00,23,1,5,retail
2025-11-02-43,2025-11-02T06:02:00,32,4,3,retail
2025-11-02-44,2025-11-02T11:22:00,47,2,4,ecommerce
2025-11-02-45,2025-11-02T06:12:00,19,3,1,ecommerce
2025-11-02-46,2025-11-02T23:57:00,41,2,4,retail
2025-11-02-47,2025-11-02T09:02:00,40,5,4,retail
2025-11-02-48,2025-11-02T09:04:00,29,1,4,retail
2025-11-02-49,2025-11-02T05:13:00,36,2,3,retail
2025-11-02-50,2025-11-02T13:10:00,10,5,5,retail
2025-11-02-51,2025-11-02T21:30:00,27,6,3,retail
2025-11-02-52,2025-11-02T00:00:00,33,7,2,ecommerce
2025-11-02-53,2025-11-02T18:14:00,26,1,5,retail
2025-11-02-54,2025-11-02T20:57:00,3,3,3,ecommerce
2025-11-02-55,2025-11-02T16:22:00,10,2,5,ecommerce
2025-11-02-56,2025-11-02T20:32:00,37,3,1,retail
2025-11-02-57,2025-11-02T10:14:00,5,3,2,retail
2025-11-02-58,2025-11-02T20:01:00,49,4,5,retail
2025-11-02-59,2025-11-02T06:58:00,46,2,4,retail
2025-11-02-60,2025-11-02T07:56:00,14,1,1,ecommerce
2025-11-02-61,2025-11-02T06:22:00,16,3,1,ecommerce
2025-11-02-62,2025-11-02T10:57:00,36,1,1,retail
2025-11-02-63,2025-11-02T12:17:00,18,2,3,ecommerce
2025-11-02-64,2025-11-02T04:56:00,17,3,3,retail
2025-11-02-65,2025-11-02T06:35:00,45,3,3,ecommerce
2025-11-02-66,2025-11-02T00:57:00,37,1,4,ecommerce
2025-11-02-67,2025-11-02T02:13:00,50,4,5,retail
2025-11-02-68,2025-11-02T23:53:00,17,1,5,retail
2025-11-02-69,2025-11-02T18:39:00,35,1,1,ecommerce
2025-11-02-70,2025-11-02T15:45:00,36,3,4,ecommerce
2025-11-02-71,2025-11-02T14:07:00,34,4,1,retail
2025-11-02-72,2025-11-02T11:08:00,40,3,4,ecommerce
2025-11-02-73,2025-11-02T18:38:00,28,4,5,retail
2025-11-02-74,2025-11-02T23:51:00,38,1,4,ecommerce
2025-11-02-75,2025-11-02T17:17:00,25,4,5,ecommerce
2025-11-02-76,2025-11-02T23:30:00,6,1,3,retail
2025-11-02-77,2025-11-02T03:46:00,8,5,5,retail
2025-11-02-78,2025-11-02T20:26:00,44,4,4,ecommerce
2025-11-02-79,2025-11-02T08:24:00,45,6,4,retail
2025-11-02-80,2025-11-02T11:59:00,8,3,1,retail
2025-11-02-81,2025-11-02T20:20:00,35,3,5,ecommerce
2025-11-02-82,2025-11-02T07:04:00,27,2,2,retail
2025-11-02-83,2025-11-02T17:34:00,38,4,3,ecommerce
2025-11-02-84,2025-11-02T12:42:00,39,5,1,retail
2025-11-02-85,2025-11-02T20:16:00,42,3,5,ecommerce
2025-11-02-86,2025-11-02T04:38:00,20,1,2,retail
2025-11-02-87,2025-11-02T10:00:00,25,2,4,ecommerce
2025-11-02-88,2025-11-02T19:00:00,40,1,1,ecommerce
2025-11-02-89,2025-11-02T14:52:00,17,3,2,retail
2025-11-02-90,2025-11-02T10:36:00,21,1,4,ecommerce
2025-11-02-91,2025-11-02T18:20:00,2,3,5,ecommerce
2025-11-02-92,2025-11-02T10:31:00,50,2,5,retail
2025-11-02-93,2025-11-02T14:30:00,9,4,2,ecommerce
2025-11-02-94,2025-11-02T08:48:00,26,5,2,ecommerce
2025-11-02-95,2025-11-02T11:29:00,45,1,3,retail
2025-11-02-96,2025-11-02T03:42:00,26,1,3,retail
2025-11-02-97,2025-11-02T01:49:00,1,1,4,retail
2025-11-02-98,2025-11-02T06:22:00,8,3,4,ecommerce
2025-11-02-99,2025-11-02T16:19:00,45,4,4,ecommerce
2025-11-02-100,2025-11-02T13:41:00,9,3,4,retail
2025-11-02-101,2025-11-02T03:32:00,6,1,2,ecommerce
2025-11-02-102,2025-11-02T03:24:00,6,1,5,ecommerce
