sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-10-0,2025-11-10T09:14:00,24,3,2,retail
2025-11-10-1,2025-11-10T02:01:00,40,1,1,retail
2025-11-10-2,2025-11-10T04:55:00,49,3,3,ecommerce
2025-11-10-3,2025-11-10T00:57:00,38,2,2,ecommerce
2025-11-10-4,2025-11-10T08:43:00,37,1,4,retail
2025-11-10-5,2025-11-10T06:15:00,12,1,3,retail
2025-11-10-6,2025-11-10T06:19:00,19,7,1,ecommerce
2025-11-10-7,2025-11-10T23:41:00,42,2,1,retail
2025-11-10-8,2025-11-10T18:12:00,40,1,1,retail
2025-11-10-9,2025-11-10T06:34:00,20,1,4,retail
2025-11-10-10,2025-11-10T01:42:00,31,4,1,retail
2025-11-10-11,2025-11-10T18:38:00,26,1,1,retail
2025-11-10-12,2025-11-10T01:11:00,3,3,5,ecommerce
2025-11-10-13,2025-11-10T08:04:00,26,4,2,retail
2025-11-10-14,2025-11-10T19:29:00,24,1,2,ecommerce
2025-11-10-15,2025-11-10T18:33:00,38,4,4,ecommerce
2025-11-10-16,2025-11-10T01:01:00,4,3,1,ecommerce
2025-11-10-17,2025-11-10T08:18:00,9,1,1,retail
2025-11-10-18,2025-11-10T15:44:00,14,6,5,ecommerce
2025-11-10-19,2025-11-10T03:03:00,13,3,4,retail
2025-11-10-20,2025-11-10T05:28:00,6,2,1,retail
2025-11-10-21,2025-11-10T18:27:00,25,1,4,retail
2025-11-10-22,2025-11-10T22:21:00,25,1,4,retail
2025-11-10-23,2025-11-10T06:20:00,8,6,3,ecommerce
2025-11-10-24,2025-11-10T13:54:00,8,3,4,retail
2025-11-10-25,2025-11-10T19:26:00,11,1,1,ecommerce
2025-11-10-26,2025-11-10T00:12:00,30,1,3,ecommerce
2025-11-10-27,2025-11-10T08:21:00,27,8,2,ecommerce
2025-11-10-28,2025-11-10T10:00:00,9,4,2,ecommerce
2025-11-10-29,2025-11-10T04:55:00,6,2,3,retail
2025-11-10-30,2025-11-10T07:19:00,38,2,3,retail
2025-11-10-31,2025-11-10T04:50:00,47,5,1,ecommerce
2025-11-10-32,2025-11-10T10:24:00,48,1,4,ecommerce
2025-11-10-33,2025-11-10T06:09:00,25,1,2,ecommerce
2025-11-10-34,2025-11-10T21:53:00,41,2,3,ecommerce
2025-11-10-35,2025-11-10T03:13:00,15,4,1,ecommerce
2025-11-10-36,2025-11-10T20:34:00,20,1,5,retail
2025-11-10-37,2025-11-10T23:06:00,9,2,3,ecommerce
2025-11-10-38,2025-11-10T03:49:00,25,4,1,retail
2025-11-10-39,2025-11-10T03:36:00,7,2,5,retail
2025-11-10-40,2025-11-10T05:49:00,28,2,5,ecommerce
2025-11-10-41,2025-11-10T23:59:00,19,2,4,ecommerce
2025-11-10-42,2025-11-10T16:20:00,36,1,4,ecommerce
2025-11-10-43,2025-11-10T04:19:00,14,1,1,ecommerce
2025-11-10-44,2025-11-10T10:38:00,30,4,3,retail
2025-11-10-45,2025-11-10T17:26:00,48,3,5,retail
2025-11-10-46,2025-11-10T19:16:00,8,6,5,retail
2025-11-10-47,2025-11-10T16:44:00,19,1,1,ecommerce
2025-11-10-48,2025-11-10T10:15:00,3,1,1,ecommerce
2025-11-10-49,2025-11-10T19:29:00,48,2,2,ecommerce
2025-11-10-50,2025-11-10T20:45:00,47,1,2,retail
2025-11-10-51,2025-11-10T11:07:00,15,2,4,ecommerce
2025-11-10-52,2025-11-10T15:19:00,3,4,5,retail
2025-11-10-53,2025-11-10T04:00:00,15,1,3,ecommerce
2025-11-10-54,2025-11-10T14:44:00,12,1,2,retail
2025-11-10-55,2025-11-10T05:44:00,5,4,4,retail
2025-11-10-56,2025-11-10T00:29:00,23,2,3,retail
2025-11-10-57,2025-11-10T07:06:00,49,3,1,ecommerce
2025-11-10-58,2025-11-10T08:29:00,19,3,4,ecommerce
2025-11-10-59,2025-11-10T08:10:00,38,3,5,retail
2025-11-10-60,2025-11-10T04:08:00,17,3,1,ecommerce
2025-11-10-61,2025-11-10T00:05:00,2,1,1,ecommerce
2025-11-10-62,2025-11-10T19:22:00,49,1,2,retail
2025-11-10-63,2025-11-10T04:44:00,44,1,5,ecommerce
2025-11-10-64,2025-11-10T21:05:00,3,3,4,retail
2025-11-10-65,2025-11-10T18:29:00,47,1,1,ecommerce
2025-11-10-66,2025-11-10T16:23:00,17,5,4,retail
2025-11-10-67,2025-11-10T01:23:00,4,5,5,ecommerce
2025-11-10-68,2025-11-10T23:21:00,15,3,2,ecommerce
2025-11-10-69,2025-11-10T04:03:00,7,2,4,retail
2025-11-10-70,2025-11-10T03:16:00,34,1,1,ecommerce
2025-11-10-71,2025-11-10T03:09:00,43,1,3,ecommerce
2025-11-10-72,2025-11-10T17:06:00,10,1,5,ecommerce
2025-11-10-73,2025-11-10T05:07:00,2,3,1,retail
2025-11-10-74,2025-11-10T12:23:00,14,4,3,retail
2025-11-10-75,2025-11-10T09:28:00,27,1,4,ecommerce
2025-11-10-76,2025-11-10T09:40:00,38,4,3,ecommerce
2025-11-10-77,2025-11-10T14:44:00,29,3,1,retail
2025-11-10-78,2025-11-10T09:06:00,42,3,1,retail
2025-11-10-79,2025-11-10T18:24:00,6,2,2,retail
2025-11-10-80,2025-11-10T17:31:00,29,1,5,ecommerce
2025-11-10-81,2025-11-10T00:02:00,10,4,1,ecommerce
2025-11-10-82,2025-11-10T17:05:00,5,2,4,ecommerce
2025-11-10-83,2025-11-10T23:30:00,21,4,3,retail
2025-11-10-84,2025-11-10T14:02:00,20,1,2,retail
2025-11-10-85,2025-11-10T11:45:00,30,4,2,retail
2025-11-10-86,2025-11-10T19:06:00,9,3,5,ecommerce
2025-11-10-87,2025-11-10T03:39:00,36,4,1,retail
2025-11-10-88,2025-11-10T21:33:00,21,4,3,retail
2025-11-10-89,2025-11-10T09:47:00,43,4,1,retail
2025-11-10-90,2025-11-10T15:51:00,39,1,2,retail
2025-11-10-91,2025-11-10T01:53:00,17,2,1,retail
