sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-01-0,2025-11-01T18:52:00,36,5,3,ecommerce
2025-11-01-1,2025-11-01T23:58:00,16,6,5,retail
2025-11-01-2,2025-11-01T10:55:00,36,4,1,ecommerce
2025-11-01-3,2025-11-01T22:00:00,30,2,4,retail
2025-11-01-4,2025-11-01T05:30:00,26,1,5,ecommerce
2025-11-01-5,2025-11-01T08:54:00,17,7,5,ecommerce
2025-11-01-6,2025-11-01T20:51:00,46,2,4,ecommerce
2025-11-01-7,2025-11-01T00:05:00,12,1,5,retail
2025-11-01-8,2025-11-01T15:01:00,5,3,5,ecommerce
2025-11-01-9,2025-11-01T17:59:00,32,4,1,retail
2025-11-01-10,2025-11-01T16:44:00,46,4,5,retail
2025-11-01-11,2025-11-01T04:27:00,10,1,1,retail
2025-11-01-12,2025-11-01T04:35:00,24,1,1,retail
2025-11-01-13,2025-11-01T05:54:00,3,5,1,ecommerce
2025-11-01-14,2025-11-01T18:55:00,32,1,4,ecommerce
2025-11-01-15,2025-11-01T11:55:00,44,1,2,ecommerce
2025-11-01-16,2025-11-01T22:46:00,33,2,5,ecommerce
2025-11-01-17,2025-11-01T02:04:00,49,4,1,retail
2025-11-01-18,2025-11-01T00:35:00,18,4,4,retail
2025-11-01-19,2025-11-01T19:32:00,37,2,3,retail
2025-11-01-20,2025-11-01T15:42:00,5,1,2,retail
2025-11-01-21,2025-11-01T00:46:00,50,6,2,retail
2025-11-01-22,2025-11-01T20:01:00,48,2,3,retail
2025-11-01-23,2025-11-01T16:18:00,18,3,5,retail
2025-11-01-24,2025-11-01T01:56:00,40,4,5,ecommerce
2025-11-01-25,2025-11-01T16:02:00,6,1,2,ecommerce
2025-11-01-26,2025-11-01T03:10:00,39,4,1,retail
2025-11-01-27,2025-11-01T05:10:00,8,2,2,retail
2025-11-01-28,2025-11-01T04:01:00,44,7,4,ecommerce
2025-11-01-29,2025-11-01T22:32:00,9,1,1,retail
2025-11-01-30,2025-11-01T20:40:00,50,2,1,ecommerce
2025-11-01-31,2025-11-01T13:44:00,7,2,2,retail
2025-11-01-32,2025-11-01T01:25:00,8,2,2,ecommerce
2025-11-01-33,2025-11-01T22:35:00,48,2,5,ecommerce
2025-11-01-34,2025-11-01T08:29:00,13,5,2,retail
2025-11-01-35,2025-11-01T10:01:00,37,1,2,ecommerce
2025-11-01-36,2025-11-01T12:58:00,22,3,2,ecommerce
2025-11-01-37,2025-11-01T22:12:00,43,3,3,retail
2025-11-01-38,2025-11-01T05:06:00,49,3,1,ecommerce
2025-11-01-39,2025-11-01T00:46:00,36,1,4,retail
2025-11-01-40,2025-11-01T11:30:00,1,1,2,retail
2025-11-01-41,2025-11-01T20:21:00,19,2,4,retail
2025-11-01-42,2025-11-01T00:35:00,38,4,3,ecommerce
2025-11-01-43,2025-11-01T02:15:00,48,6,1,retail
2025-11-01-44,2025-11-01T22:45:00,37,2,5,ecommerce
2025-11-01-45,2025-11-01T00:34:00,50,2,1,retail
2025-11-01-46,2025-11-01T15:29:00,8,3,3,ecommerce
2025-11-01-47,2025-11-01T18:25:00,24,4,4,ecommerce
2025-11-01-48,2025-11-01T04:26:00,14,3,1,retail
2025-11-01-49,2025-11-01T00:52:00,10,1,4,retail
2025-11-01-50,2025-11-01T14:25:00,8,2,2,ecommerce
2025-11-01-51,2025-11-01T09:29:00,4,3,2,retail
2025-11-01-52,2025-11-01T15:07:00,47,2,4,retail
2025-11-01-53,2025-11-01T14:04:00,15,2,2,retail
2025-11-01-54,2025-11-01T09:36:00,34,1,3,ecommerce
2025-11-01-55,2025-11-01T08:54:00,11,1,1,retail
2025-11-01-56,2025-11-01T23:56:00,46,3,1,retail
2025-11-01-57,2025-11-01T00:34:00,40,2,3,ecommerce
2025-11-01-58,2025-11-01T16:56:00,37,5,3,ecommerce
2025-11-01-59,2025-11-01T10:31:00,40,1,1,ecommerce
2025-11-01-60,2025-11-01T15:06:00,38,1,3,ecommerce
2025-11-01-61,2025-11-01T14:30:00,12,1,2,ecommerce
2025-11-01-62,2025-11-01T16:22:00,7,5,4,ecommerce
2025-11-01-63,2025-11-01T00:05:00,8,5,1,retail
2025-11-01-64,2025-11-01T04:02:00,33,3,4,retail
2025-11-01-65,2025-11-01T03:25:00,29,3,4,ecommerce
2025-11-01-66,2025-11-01T03:04:00,32,4,5,retail
2025-11-01-67,2025-11-01T17:38:00,7,5,3,ecommerce
2025-11-01-68,2025-11-01T03:39:00,10,1,1,ecommerce
2025-11-01-69,2025-11-01T02:04:00,30,1,1,retail
2025-11-01-70,2025-11-01T17:21:00,3,2,1,ecommerce
2025-11-01-71,2025-11-01T07:49:00,22,3,1,retail
2025-11-01-72,2025-11-01T09:49:00,24,7,4,ecommerce
2025-11-01-73,2025-11-01T06:48:00,26,2,2,retail
2025-11-01-74,2025-11-01T06:42:00,2,5,3,ecommerce
2025-11-01-75,2025-11-01T15:15:00,28,3,4,ecommerce
2025-11-01-76,2025-11-01T16:56:00,2,3,3,retail
