sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-11-13-0,2025-11-13T19:57:00,15,3,2,retail
2025-11-13-1,2025-11-13T07:02:00,12,4,1,retail
2025-11-13-2,2025-11-13T08:21:00,23,4,3,ecommerce
2025-11-13-3,2025-11-13T11:44:00,4,3,1,retail
2025-11-13-4,2025-11-13T11:31:00,19,1,1,retail
2025-11-13-5,2025-11-13T13:49:00,38,5,5,ecommerce
2025-11-13-6,2025-11-13T23:43:00,14,1,2,retail
2025-11-13-7,2025-11-13T05:32:00,19,1,2,ecommerce
2025-11-13-8,2025-11-13T05:34:00,38,2,5,retail
2025-11-13-9,2025-11-13T11:50:00,37,3,5,retail
2025-11-13-10,2025-11-13T04:10:00,9,4,3,retail
2025-11-13-11,2025-11-13T05:31:00,38,1,1,ecommerce
2025-11-13-12,2025-11-13T11:22:00,49,1,5,retail
2025-11-13-13,2025-11-13T01:55:00,8,1,2,retail
2025-11-13-14,2025-11-13T16:56:00,26,3,3,ecommerce
2025-11-13-15,2025-11-13T09:29:00,11,5,1,retail
2025-11-13-16,2025-11-13T13:06:00,12,1,1,retail
2025-11-13-17,2025-11-13T15:17:00,22,1,5,retail
2025-11-13-18,2025-11-13T20:00:00,9,3,2,retail
2025-11-13-19,2025-11-13T16:26:00,24,4,2,ecommerce
2025-11-13-20,2025-11-13T04:22:00,28,3,3,retail
2025-11-13-21,2025-11-13T22:47:00,33,1,4,ecommerce
2025-11-13-22,2025-11-13T13:04:00,7,3,1,ecommerce
2025-11-13-23,2025-11-13T04:06:00,29,2,2,retail
2025-11-13-24,2025-11-13T00:09:00,37,1,5,ecommerce
2025-11-13-25,2025-11-13T10:45:00,9,1,3,retail
2025-11-13-26,2025-11-13T06:31:00,11,2,2,ecommerce
2025-11-13-27,2025-11-13T12:06:00,1,2,3,retail
2025-11-13-28,2025-11-13T09:14:00,14,2,5,retail
2025-11-13-29,2025-11-13T10:13:00,16,1,1,ecommerce
2025-11-13-30,2025-11-13T16:33:00,38,1,4,retail
2025-11-13-31,2025-11-13T12:46:00,45,3,3,retail
2025-11-13-32,2025-11-13T05:14:00,6,1,3,ecommerce
2025-11-13-33,2025-11-13T23:54:00,35,2,1,retail
2025-11-13-34,2025-11-13T00:15:00,20,3,1,ecommerce
2025-11-13-35,2025-11-13T16:49:00,41,1,4,retail
2025-11-13-36,2025-11-13T07:07:00,16,3,5,ecommerce
2025-11-13-37,2025-11-13T12:05:00,7,1,3,retail
2025-11-13-38,2025-11-13T05:39:00,22,1,3,ecommerce
2025-11-13-39,2025-11-13T09:23:00,4,3,5,ecommerce
2025-11-13-40,2025-11-13T21:43:00,33,3,5,retail
2025-11-13-41,2025-11-13T18:28:00,11,1,3,ecommerce
2025-11-13-42,2025-11-13T16:18:00,9,1,5,ecommerce
2025-11-13-43,2025-11-13T13:34:00,31,3,2,retail
2025-11-13-44,2025-11-13T12:22:00,20,6,3,ecommerce
2025-11-13-45,2025-11-13T02:44:00,38,1,4,retail
2025-11-13-46,2025-11-13T18:57:00,11,4,1,retail
2025-11-13-47,2025-11-13T18:12:00,12,6,3,ecommerce
2025-11-13-48,2025-11-13T05:44:00,49,4,2,ecommerce
2025-11-13-49,2025-11-13T06:26:00,38,1,3,retail
2025-11-13-50,2025-11-13T22:03:00,1,7,2,retail
2025-11-13-51,2025-11-13T09:20:00,6,5,3,retail
2025-11-13-52,2025-11-13T20:16:00,1,3,4,ecommerce
2025-11-13-53,2025-11-13T05:48:00,45,1,4,retail
2025-11-13-54,2025-11-13T04:35:00,27,1,3,retail
2025-11-13-55,2025-11-13T19:49:00,24,3,4,retail
2025-11-13-56,2025-11-13T06:19:00,5,1,1,retail
2025-11-13-57,2025-11-13T07:54:00,40,3,1,retail
2025-11-13-58,2025-11-13T02:52:00,37,3,2,retail
2025-11-13-59,2025-11-13T04:35:00,11,4,3,ecommerce
2025-11-13-60,2025-11-13T03:11:00,6,4,1,retail
2025-11-13-61,2025-11-13T14:19:00,2,2,5,retail
2025-11-13-62,2025-11-13T15:44:00,32,2,3,ecommerce
2025-11-13-63,2025-11-13T03:47:00,44,1,4,retail
2025-11-13-64,2025-11-13T16:10:00,28,4,2,ecommerce
2025-11-13-65,2025-11-13T00:21:00,1,1,5,ecommerce
2025-11-13-66,2025-11-13T07:47:00,30,3,1,ecommerce
2025-11-13-67,2025-11-13T14:31:00,43,4,2,retail
2025-11-13-68,2025-11-13T22:58:00,8,4,2,ecommerce
2025-11-13-69,2025-11-13T03:54:00,1,6,5,ecommerce
2025-11-13-70,2025-11-13T09:39:00,46,4,2,retail
2025-11-13-71,2025-11-13T03:23:00,25,4,3,ecommerce
2025-11-13-72,2025-11-13T09:49:00,8,4,2,ecommerce
