sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-09-16-0,2025-09-16T09:23:00,16,2,2,retail
2025-09-16-1,2025-09-16T03:29:00,44,2,5,ecommerce
2025-09-16-2,2025-09-16T01:05:00,2,1,1,retail
2025-09-16-3,2025-09-16T07:56:00,33,1,5,ecommerce
2025-09-16-4,2025-09-16T07:31:00,29,1,5,ecommerce
2025-09-16-5,2025-09-16T00:13:00,49,4,3,ecommerce
2025-09-16-6,2025-09-16T05:18:00,14,1,3,retail
2025-09-16-7,2025-09-16T03:09:00,25,6,5,ecommerce
2025-09-16-8,2025-09-16T01:28:00,47,5,4,retail
2025-09-16-9,2025-09-16T12:55:00,6,1,5,ecommerce
2025-09-16-10,2025-09-16T19:42:00,13,1,1,retail
2025-09-16-11,2025-09-16T22:34:00,15,3,2,retail
2025-09-16-12,2025-09-16T12:58:00,18,1,4,ecommerce
2025-09-16-13,2025-09-16T05:33:00,24,1,1,retail
2025-09-16-14,2025-09-16T18:13:00,47,5,2,retail
2025-09-16-15,2025-09-16T15:46:00,25,2,5,retail
2025-09-16-16,2025-09-16T23:22:00,21,7,1,retail
2025-09-16-17,2025-09-16T01:05:00,21,2,5,ecommerce
2025-09-16-18,2025-09-16T07:15:00,42,3,4,ecommerce
2025-09-16-19,2025-09-16T21:56:00,30,3,5,ecommerce
2025-09-16-20,2025-09-16T19:57:00,28,3,5,ecommerce
2025-09-16-21,2025-09-16T12:21:00,15,4,4,retail
2025-09-16-22,2025-09-16T01:36:00,8,2,2,retail
2025-09-16-23,2025-09-16T23:13:00,28,1,5,ecommerce
2025-09-16-24,2025-09-16T18:03:00,17,1,5,retail
2025-09-16-25,2025-09-16T23:13:00,47,6,3,ecommerce
2025-09-16-26,2025-09-16T03:48:00,19,5,4,retail
2025-09-16-27,2025-09-16T15:29:00,1,6,3,retail
2025-09-16-28,2025-09-16T17:19:00,7,1,3,retail
2025-09-16-29,2025-09-16T05:13:00,24,3,5,retail
2025-09-16-30,2025-09-16T20:26:00,21,1,4,retail
2025-09-16-31,2025-09-16T03:49:00,24,5,3,retail
2025-09-16-32,2025-09-16T01:58:00,16,1,5,retail
2025-09-16-33,2025-09-16T02:55:00,47,2,5,retail
2025-09-16-34,2025-09-16T04:22:00,43,3,4,retail
2025-09-16-35,2025-09-16T09:02:00,34,4,2,retail
2025-09-16-36,2025-09-16T10:38:00,26,1,3,ecommerce
2025-09-16-37,2025-09-16T17:39:00,29,4,3,retail
2025-09-16-38,2025-09-16T20:04:00,36,3,2,retail
2025-09-16-39,2025-09-16T00:14:00,5,2,1,retail
2025-09-16-40,2025-09-16T11:16:00,5,2,5,retail
2025-09-16-41,2025-09-16T09:30:00,43,1,5,ecommerce
2025-09-16-42,2025-09-16T08:17:00,31,3,4,retail
2025-09-16-43,2025-09-16T03:13:00,7,1,4,ecommerce
2025-09-16-44,2025-09-16T01:50:00,44,1,1,retail
2025-09-16-45,2025-09-16T13:44:00,47,1,2,retail
2025-09-16-46,2025-09-16T06:29:00,35,6,4,retail
2025-09-16-47,2025-09-16T14:24:00,12,2,1,ecommerce
2025-09-16-48,2025-09-16T18:47:00,7,4,1,retail
2025-09-16-49,2025-09-16T03:11:00,49,3,4,ecommerce
2025-09-16-50,2025-09-16T07:17:00,26,2,1,retail
2025-09-16-51,2025-09-16T12:56:00,1,4,4,ecommerce
2025-09-16-52,2025-09-16T14:26:00,45,2,5,ecommerce
2025-09-16-53,2025-09-16T05:17:00,13,1,5,retail
2025-09-16-54,2025-09-16T10:42:00,4,8,1,ecommerce
2025-09-16-55,2025-09-16T17:09:00,34,5,1,retail
2025-09-16-56,2025-09-16T02:20:00,39,7,1,retail
2025-09-16-57,2025-09-16T13:46:00,8,5,5,retail
2025-09-16-58,2025-09-16T21:08:00,6,2,4,ecommerce
2025-09-16-59,2025-09-16T08:54:00,14,2,3,ecommerce
2025-09-16-60,2025-09-16T04:28:00,43,1,3,ecommerce
2025-09-16-61,2025-09-16T10:47:00,49,3,5,retail
2025-09-16-62,2025-09-16T02:30:00,35,2,2,ecommerce
2025-09-16-63,2025-09-16T04:31:00,23,6,3,ecommerce
2025-09-16-64,2025-09-16T05:23:00,29,1,5,ecommerce
2025-09-16-65,2025-09-16T20:52:00,42,1,5,ecommerce
2025-09-16-66,2025-09-16T22:38:00,7,2,2,ecommerce
2025-09-16-67,2025-09-16T03:56:00,7,2,3,retail
2025-09-16-68,2025-09-16T11:42:00,14,1,3,ecommerce
2025-09-16-69,2025-09-16T08:34:00,4,4,3,retail
2025-09-16-70,2025-09-16T00:07:00,22,4,2,ecommerce
2025-09-16-71,2025-09-16T05:30:00,48,1,5,retail
2025-09-16-72,2025-09-16T03:49:00,5,4,2,retail
2025-09-16-73,2025-09-16T12:36:00,38,1,1,ecommerce
2025-09-16-74,2025-09-16T12:26:00,3,2,3,retail
2025-09-16-75,2025-09-16T23:16:00,16,2,5,ecommerce
2025-09-16-76,2025-09-16T21:11:00,48,1,2,retail
2025-09-16-77,2025-09-16T05:32:00,12,3,3,ecommerce
2025-09-16-78,2025-09-16T22:51:00,48,2,2,ecommerce
2025-09-16-79,2025-09-16T05:26:00,45,6,4,retail
