sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-09-28-0,2025-09-28T09:43:00,42,2,4,retail
2025-09-28-1,2025-09-28T02:20:00,12,1,2,ecommerce
2025-09-28-2,2025-09-28T03:46:00,41,1,5,ecommerce
2025-09-28-3,2025-09-28T06:24:00,21,3,1,retail
2025-09-28-4,2025-09-28T01:41:00,35,8,3,ecommerce
2025-09-28-5,2025-09-28T04:16:00,46,3,4,retail
2025-09-28-6,2025-09-28T07:56:00,6,4,3,ecommerce
2025-09-28-7,2025-09-28T10:38:00,32,4,3,ecommerce
2025-09-28-8,2025-09-28T23:47:00,3,1,2,retail
2025-09-28-9,2025-09-28T09:05:00,50,6,4,retail
2025-09-28-10,2025-09-28T18:32:00,31,4,3,ecommerce
2025-09-28-11,2025-09-28T00:25:00,8,6,2,ecommerce
2025-09-28-12,2025-09-28T15:07:00,16,2,4,retail
2025-09-28-13,2025-09-28T17:47:00,43,2,2,ecommerce
2025-09-28-14,2025-09-28T13:16:00,44,7,2,retail
2025-09-28-15,2025-09-28T18:45:00,34,1,1,ecommerce
2025-09-28-16,2025-09-28T16:25:00,41,2,1,retail
2025-09-28-17,2025-09-28T03:51:00,16,4,4,ecommerce
2025-09-28-18,2025-09-28T00:30:00,11,3,4,retail
2025-09-28-19,2025-09-28T00:18:00,3,1,5,ecommerce
2025-09-28-20,2025-09-28T23:29:00,39,4,2,retail
2025-09-28-21,2025-09-28T17:03:00,6,5,5,ecommerce
2025-09-28-22,2025-09-28T21:20:00,4,5,5,retail
2025-09-28-23,2025-09-28T04:17:00,32,4,2,ecommerce
2025-09-28-24,2025-09-28T19:03:00,42,3,4,retail
2025-09-28-25,2025-09-28T00:43:00,45,1,4,ecommerce
2025-09-28-26,2025-09-28T04:35:00,17,4,4,ecommerce
2025-09-28-27,2025-09-28T18:31:00,45,1,4,retail
2025-09-28-28,2025-09-28T19:20:00,12,1,4,ecommerce
2025-09-28-29,2025-09-28T20:26:00,36,2,2,retail
2025-09-28-30,2025-09-28T18:07:00,10,1,5,ecommerce
2025-09-28-31,2025-09-28T15:29:00,1,4,5,ecommerce
2025-09-28-32,2025-09-28T06:19:00,2,1,5,retail
2025-09-28-33,2025-09-28T10:56:00,47,1,1,ecommerce
2025-09-28-34,2025-09-28T06:28:00,34,1,2,ecommerce
2025-09-28-35,2025-09-28T11:00:00,27,1,3,retail
2025-09-28-36,2025-09-28T03:17:00,34,2,2,retail
2025-09-28-37,2025-09-28T01:04:00,13,2,1,ecommerce
2025-09-28-38,2025-09-28T06:32:00,7,5,4,ecommerce
2025-09-28-39,2025-09-28T17:56:00,40,3,5,ecommerce
2025-09-28-40,2025-09-28T01:40:00,24,3,1,retail
2025-09-28-41,2025-09-28T22:22:00,32,6,1,ecommerce
2025-09-28-42,2025-09-28T21:48:00,4,1,4,ecommerce
2025-09-28-43,2025-09-28T01:59:00,40,5,3,retail
2025-09-28-44,2025-09-28T02:24:00,20,4,5,retail
2025-09-28-45,2025-09-28T03:27:00,47,3,2,ecommerce
2025-09-28-46,2025-09-28T06:28:00,13,1,2,ecommerce
2025-09-28-47,2025-09-28T03:36:00,50,2,5,ecommerce
2025-09-28-48,2025-09-28T23:01:00,30,2,1,retail
2025-09-28-49,2025-09-28T06:09:00,36,1,4,ecommerce
2025-09-28-50,2025-09-28T22:26:00,11,1,3,ecommerce
2025-09-28-51,2025-09-28T18:46:00,21,2,3,ecommerce
2025-09-28-52,2025-09-28T21:36:00,28,3,2,retail
2025-09-28-53,2025-09-28T12:48:00,50,1,5,ecommerce
2025-09-28-54,2025-09-28T12:17:00,29,1,1,ecommerce
2025-09-28-55,2025-09-28T20:20:00,2,3,5,retail
2025-09-28-56,2025-09-28T10:18:00,1,2,3,retail
2025-09-28-57,2025-09-28T23:32:00,18,4,5,retail
2025-09-28-58,2025-09-28T03:13:00,3,1,3,ecommerce
2025-09-28-59,2025-09-28T19:52:00,16,3,2,ecommerce
2025-09-28-60,2025-09-28T10:15:00,6,1,2,retail
2025-09-28-61,2025-09-28T11:04:00,31,1,2,ecommerce
2025-09-28-62,2025-09-28T23:32:00,45,1,5,ecommerce
2025-09-28-63,2025-09-28T01:16:00,47,1,5,ecommerce
2025-09-28-64,2025-09-28T02:40:00,50,6,3,ecommerce
2025-09-28-65,2025-09-28T14:13:00,8,4,2,retail
2025-09-28-66,2025-09-28T21:38:00,50,2,5,retail
2025-09-28-67,2025-09-28T10:53:00,35,2,5,retail
2025-09-28-68,2025-09-28T11:09:00,33,2,4,ecommerce
2025-09-28-69,2025-09-28T20:18:00,37,1,5,retail
2025-09-28-70,2025-09-28T07:34:00,28,2,2,ecommerce
2025-09-28-71,2025-09-28T02:49:00,31,4,5,retail
2025-09-28-72,2025-09-28T18:42:00,26,2,4,retail
2025-09-28-73,2025-09-28T04:36:00,31,5,5,retail
2025-09-28-74,2025-09-28T16:39:00,26,2,5,retail
2025-09-28-75,2025-09-28T08:16:00,5,1,3,ecommerce
2025-09-28-76,2025-09-28T11:02:00,44,3,4,ecommerce
2025-09-28-77,2025-09-28T12:28:00,23,2,2,ecommerce
2025-09-28-78,2025-09-28T11:45:00,39,1,2,ecommerce
2025-09-28-79,2025-09-28T21:02:00,29,1,5,retail
2025-09-28-80,2025-09-28T15:02:00,3,4,3,retail
2025-09-28-81,2025-09-28T02:55:00,8,2,1,retail
2025-09-28-82,2025-09-28T21:11:00,10,5,1,ecommerce
2025-09-28-83,2025-09-28T23:40:00,8,1,3,ecommerce
2025-09-28-84,2025-09-28T16:04:00,2,1,2,retail
2025-09-28-85,2025-09-28T18:39:00,34,5,3,ecommerce
2025-09-28-86,2025-09-28T21:15:00,47,6,1,ecommerce
2025-09-28-87,2025-09-28T19:53:00,43,2,5,retail
2025-09-28-88,2025-09-28T08:43:00,11,4,5,ecommerce
