sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-10-05-0,2025-10-05T19:55:00,1,1,4,retail
2025-10-05-1,2025-10-05T08:24:00,50,2,4,retail
2025-10-05-2,2025-10-05T11:13:00,2,1,1,ecommerce
2025-10-05-3,2025-10-05T12:45:00,38,8,1,ecommerce
2025-10-05-4,2025-10-05T05:14:00,2,6,4,ecommerce
2025-10-05-5,2025-10-05T21:26:00,18,4,5,retail
2025-10-05-6,2025-10-05T11:14:00,3,1,3,retail
2025-10-05-7,2025-10-05T07:12:00,4,1,3,ecommerce
2025-10-05-8,2025-10-05T01:53:00,48,7,4,retail
2025-10-05-9,2025-10-05T13:36:00,17,5,2,retail
2025-10-05-10,2025-10-05T13:36:00,6,4,4,ecommerce
2025-10-05-11,2025-10-05T09:43:00,42,3,2,retail
2025-10-05-12,2025-10-05T10:11:00,32,4,3,retail
2025-10-05-13,2025-10-05T12:15:00,43,1,1,ecommerce
2025-10-05-14,2025-10-05T17:29:00,13,1,4,ecommerce
2025-10-05-15,2025-10-05T19:13:00,39,3,4,retail
2025-10-05-16,2025-10-05T14:25:00,24,1,4,retail
2025-10-05-17,2025-10-05T01:22:00,33,1,3,ecommerce
2025-10-05-18,2025-10-05T23:05:00,15,1,4,retail
2025-10-05-19,2025-10-05T09:55:00,30,1,4,retail
2025-10-05-20,2025-10-05T16:18:00,20,3,3,retail
2025-10-05-21,2025-10-05T17:51:00,28,3,3,retail
2025-10-05-22,2025-10-05T18:48:00,5,5,5,ecommerce
2025-10-05-23,2025-10-05T14:05:00,7,1,4,ecommerce
2025-10-05-24,2025-10-05T12:07:00,17,1,1,retail
2025-10-05-25,2025-10-05T22:34:00,30,1,2,retail
2025-10-05-26,2025-10-05T13:24:00,3,6,3,ecommerce
2025-10-05-27,2025-10-05T20:02:00,47,5,4,ecommerce
2025-10-05-28,2025-10-05T21:17:00,17,1,2,retail
2025-10-05-29,2025-10-05T06:19:00,6,6,5,ecommerce
2025-10-05-30,2025-10-05T22:59:00,7,2,4,retail
2025-10-05-31,2025-10-05T00:27:00,11,3,4,ecommerce
2025-10-05-32,2025-10-05T23:36:00,26,6,5,ecommerce
2025-10-05-33,2025-10-05T10:20:00,40,1,5,ecommerce
2025-10-05-34,2025-10-05T23:34:00,44,5,3,retail
2025-10-05-35,2025-10-05T04:16:00,9,2,1,retail
2025-10-05-36,2025-10-05T03:49:00,2,2,1,retail
2025-10-05-37,2025-10-05T16:25:00,42,1,2,retail
2025-10-05-38,2025-10-05T14:52:00,41,4,1,ecommerce
2025-10-05-39,2025-10-05T15:49:00,10,1,4,ecommerce
2025-10-05-40,2025-10-05T00:44:00,8,3,4,ecommerce
2025-10-05-41,2025-10-05T16:05:00,2,3,4,retail
2025-10-05-42,2025-10-05T06:52:00,19,1,1,ecommerce
2025-10-05-43,2025-10-05T00:16:00,7,1,4,ecommerce
2025-10-05-44,2025-10-05T16:55:00,48,1,3,retail
2025-10-05-45,2025-10-05T16:38:00,26,1,4,ecommerce
2025-10-05-46,2025-10-05T07:54:00,46,3,5,ecommerce
2025-10-05-47,2025-10-05T18:53:00,5,3,3,ecommerce
2025-10-05-48,2025-10-05T16:09:00,8,1,3,ecommerce
2025-10-05-49,2025-10-05T23:48:00,28,3,1,retail
2025-10-05-50,2025-10-05T09:49:00,47,3,2,retail
2025-10-05-51,2025-10-05T20:03:00,44,4,3,ecommerce
2025-10-05-52,2025-10-05T04:28:00,19,2,4,ecommerce
2025-10-05-53,2025-10-05T16:07:00,11,1,5,retail
2025-10-05-54,2025-10-05T09:38:00,45,2,2,retail
2025-10-05-55,2025-10-05T06:48:00,11,1,5,ecommerce
2025-10-05-56,2025-10-05T03:26:00,27,5,2,retail
2025-10-05-57,2025-10-05T19:00:00,4,2,1,ecommerce
2025-10-05-58,2025-10-05T08:54:00,23,2,5,retail
