sale_id,sale_datetime,product_id,qty,branch_id,channel
2025-09-30-0,2025-09-30T10:39:00,22,4,5,retail
2025-09-30-1,2025-09-30T15:53:00,37,1,2,retail
2025-09-30-2,2025-09-30T23:50:00,30,4,4,ecommerce
2025-09-30-3,2025-09-30T07:54:00,15,3,2,ecommerce
2025-09-30-4,2025-09-30T12:24:00,26,4,3,ecommerce
2025-09-30-5,2025-09-30T15:28:00,32,7,1,retail
2025-09-30-6,2025-09-30T16:13:00,8,1,2,ecommerce
2025-09-30-7,2025-09-30T11:53:00,39,4,5,retail
2025-09-30-8,2025-09-30T17:20:00,7,1,1,ecommerce
2025-09-30-9,2025-09-30T18:58:00,42,4,1,ecommerce
2025-09-30-10,2025-09-30T18:11:00,30,1,5,retail
2025-09-30-11,2025-09-30T18:42:00,11,4,4,ecommerce
2025-09-30-12,2025-09-30T02:15:00,22,3,4,ecommerce
2025-09-30-13,2025-09-30T19:21:00,22,5,5,retail
2025-09-30-14,2025-09-30T05:54:00,43,1,5,ecommerce
2025-09-30-15,2025-09-30T03:54:00,38,1,5,ecommerce
2025-09-30-16,2025-09-30T11:06:00,36,4,3,ecommerce
2025-09-30-17,2025-09-30T02:22:00,39,4,1,ecommerce
2025-09-30-18,2025-09-30T11:10:00,32,2,2,retail
2025-09-30-19,2025-09-30T19:49:00,49,2,1,retail
2025-09-30-20,2025-09-30T22:33:00,10,1,5,ecommerce
2025-09-30-21,2025-09-30T06:40:00,14,3,3,ecommerce
2025-09-30-22,2025-09-30T19:27:00,44,1,4,ecommerce
2025-09-30-23,2025-09-30T03:02:00,38,7,1,ecommerce
2025-09-30-24,2025-09-30T04:21:00,19,6,1,retail
2025-09-30-25,2025-09-30T19:06:00,23,4,1,ecommerce
2025-09-30-26,2025-09-30T01:03:00,16,1,3,ecommerce
2025-09-30-27,2025-09-30T13:51:00,25,4,4,retail
2025-09-30-28,2025-09-30T22:36:00,12,1,4,ecommerce
2025-09-30-29,2025-09-30T14:14:00,10,3,3,retail
2025-09-30-30,2025-09-30T04:35:00,1,3,4,ecommerce
2025-09-30-31,2025-09-30T04:38:00,6,3,2,ecommerce
2025-09-30-32,2025-09-30T15:33:00,45,1,2,ecommerce
2025-09-30-33,2025-09-30T17:23:00,28,1,5,ecommerce
2025-09-30-34,2025-09-30T13:07:00,23,3,1,ecommerce
2025-09-30-35,2025-09-30T08:04:00,46,5,5,ecommerce
2025-09-30-36,2025-09-30T14:01:00,35,2,1,ecommerce
2025-09-30-37,2025-09-30T12:34:00,8,2,5,ecommerce
2025-09-30-38,2025-09-30T23:34:00,6,5,3,ecommerce
2025-09-30-39,2025-09-30T17:38:00,6,5,5,retail
2025-09-30-40,2025-09-30T08:22:00,31,1,1,ecommerce
2025-09-30-41,2025-09-30T20:55:00,4,1,3,retail
2025-09-30-42,2025-09-30T16:00:00,30,1,3,ecommerce
2025-09-30-43,2025-09-30T12:02:00,19,2,3,retail
2025-09-30-44,2025-09-30T01:12:00,45,5,5,ecommerce
2025-09-30-45,2025-09-30T02:05:00,41,1,4,retail
2025-09-30-46,2025-09-30T19:33:00,4,2,5,retail
2025-09-30-47,2025-09-30T09:47:00,32,1,1,retail
2025-09-30-48,2025-09-30T17:15:00,5,3,2,ecommerce
